domain,ids,bandwidth,storage,incount,inbytes,outcount,outbytes,popcount,popbytes
  callreportgrouprms, 40007 (39.07KB), 0, 16, 40007, 0, 0, 0, 0
  ecsl.compliance, 23868 (23.31KB), 0, 15, 23868, 0, 0, 0, 0
  amit.maheshwari, 19548 (19.09KB), 0, 12, 19548, 0, 0, 0, 0
  digjay.nair, 43706 (42.68KB), 0, 14, 43706, 0, 0, 0, 0
  thippesh.angadi, 17109 (16.71KB), 0, 8, 17109, 0, 0, 0, 0
  information.security, 37870 (36.98KB), 0, 11, 37870, 0, 0, 0, 0
  bfsiresearch, 44528 (43.48KB), 0, 10, 44528, 0, 0, 0, 0
  project.bond, 32000 (31.25KB), 0, 15, 32000, 0, 0, 0, 0
  girishkumar.iyer, 22835 (22.30KB), 0, 16, 22835, 0, 0, 0, 0
  contractnotes, 119290 (116.49KB), 0, 17, 119290, 0, 0, 0, 0
  evolve, 20026 (19.56KB), 0, 14, 20026, 0, 0, 0, 0
  rachit.gupta, 77297 (75.49KB), 0, 13, 77297, 0, 0, 0, 0
  insurance.commodity, 21895 (21.38KB), 0, 11, 21895, 0, 0, 0, 0
  anuj.mittal, 1246075 (1.19MB), 0, 21, 1246075, 0, 0, 0, 0
  mis.ie, 23770 (23.21KB), 0, 14, 23770, 0, 0, 0, 0
  karan.bhatt, 46149 (45.07KB), 0, 17, 46149, 0, 0, 0, 0
  meet.pandya, 39109 (38.19KB), 0, 17, 39109, 0, 0, 0, 0
  retailcontracting, 49995 (48.82KB), 0, 16, 49995, 0, 0, 0, 0
  tejas.purohit, 598108 (584.09KB), 0, 23, 598108, 0, 0, 0, 0
  waisresearch.fundamental, 32372 (31.61KB), 0, 16, 32372, 0, 0, 0, 0
  arulappan.s, 13501 (13.18KB), 0, 11, 13501, 0, 0, 0, 0
  epp, 16142 (15.76KB), 0, 12, 16142, 0, 0, 0, 0
  idml-ops, 50545 (49.36KB), 0, 13, 50545, 0, 0, 0, 0
  epf, 35142 (34.32KB), 0, 12, 35142, 0, 0, 0, 0
  sourabh.paliwal, 34614 (33.80KB), 0, 8, 34614, 0, 0, 0, 0
  k.mahesh, 22193 (21.67KB), 0, 12, 22193, 0, 0, 0, 0
  project.mist, 14415 (14.08KB), 0, 8, 14415, 0, 0, 0, 0
  santosh.rasal, 46786 (45.69KB), 0, 18, 46786, 0, 0, 0, 0
  edeltest, 43916 (42.89KB), 0, 15, 43916, 0, 0, 0, 0
